0,1,2,3,4,5,6,7,8,9,10,11,12
3.565494445286184,4.728183476347825,,0.2295382450746879,,1.551782140205329,,1.5901296368401634,,3.656016296864203,,2.193913609032156,
5.39213259560236,1.9169954596133882,0.04477490368321879,2.3403948467932403,5.3470208164540605,0.9696393215638784,6.248729163705957,0.7034656506873406,1.4345174241224958,0.39437174428881944,5.718493565251413,2.588328149038975,3.0167401465116415
1.5017518896430118,1.7302471824436014,5.203749313020973,3.164353090038847,6.718875187432111,2.7442751334154263,4.34113685504485,3.1830206354540684,0.46175138283973205,6.319694411870613,3.347510758687565,0.812874673358554,3.156180856669232
2.345941797308974,1.2606572796866344,3.3090590310256194,6.687364472264599,3.934409000256455,5.098169913157027,5.891018443897343,2.8106735638922733,3.1780342514291227,3.2366948435804175,-0.25130233284553855,5.486634547734592,0.5168383660703865
4.580402439023693,3.7892609602574887,2.9702734812446416,3.197089648546355,3.103468237326177,6.777749945437039,2.555423391532066,2.417495135020015,2.6862716828923774,6.484636187197921,6.44361441892138,5.439240790651711,2.829529035694997
6.283238834280756,2.992448782578518,0.9364469980567472,1.0091448743088578,5.811890229137469,6.469103944788024,3.393825114011828,1.328149703286035,1.4671543675302414,0.5164524669490689,-0.34483085773977135,3.211643402713521,4.701844505281169
3.691172378813266,6.656578155312229,5.113798560500649,4.606347400137355,4.005457136166355,3.5005978203605856,1.6752122257399213,2.841170621575085,2.7615514164699104,3.093929968253781,4.237712166897488,3.132080231821857,0.5267863403382714
1.8271735447268445,-0.7357873493299399,0.02106656066296688,3.14316259442707,-0.3286516814520209,6.7385101100897185,-0.15054434813213788,0.29825858757099283,3.341805013961849,4.632605773943551,3.1290725434533946,3.933973145274461,3.8972734589642744
6.414397782996922,3.8199141931197285,6.480529762344807,1.7448196841282737,2.0919238516965923,1.2055933986244476,2.986329044499822,5.335233596361205,4.1557878039805125,2.7587152715630463,5.366379605743254,5.662900052652589,-0.20283734740422182
1.6700688081830353,,5.264050494935279,,2.8483128316561306,,6.38238221949602,,4.269283949363664,,-0.35693599871800946,,3.2109669249859754
