0,1,2,3,4,5,6,7,8,9,10,11,12
0.8284798171500883,5.2502181346723535,,1.5771578578394023,,1.9967535564705228,,3.452267458200573,,2.4976859333541954,,2.440495351577812,
4.088233230641234,2.4991295540970935,-0.3825931385930591,5.803383373565162,3.661819328288845,1.2392350134656078,4.383291476459401,4.943687210985022,8.100254973891476,5.166523365121469,-0.7741868986606117,3.0437228179752207,0.11404840434921568
4.525397165724085,0.045294741892712924,2.4344258917924178,6.791867210948442,7.8409445590530185,4.142033386845353,3.006060905196451,5.706496763722716,0.11727123991827729,2.9610033245769247,4.4178662316202955,3.026478688959601,0.3198498971889771
7.560848898622741,1.1608419275321467,-0.013128443411151165,-0.7393038069461453,3.4792362576918134,3.1538006691442693,3.1532696148683823,6.09468094111142,5.875421186032756,3.7432860031688406,3.901966240909667,4.771326137862783,2.525011040301081
3.1421502759642603,0.6644792122455397,5.609514622388213,2.057649877599157,3.420187191751843,4.899984467988364,4.742132307238001,5.095051585472951,1.5030843858842777,3.5306953154792167,6.708612049105629,1.2580961634840282,3.6748747943706785
-0.012403017683720834,2.8211038522059524,1.4305842648805718,3.903889331956524,4.086713301919037,4.369137808484929,0.4505718376172305,5.928401114244429,5.479648404822855,3.949304865698738,4.988263775473524,2.307863971759639,7.7842088374389835
0.8220428607116221,6.501863161075902,2.06651574900531,-0.024899820298798434,3.7422206358051544,6.231272687702591,4.245268713558686,1.2746890717113069,5.049780213337799,3.108137968757531,1.1453616792279628,1.808704940092533,2.0245026950855056
-1.3463908441801402,2.9401194725069324,2.905649475011718,0.04417340325785032,0.3193959533418802,-0.15676788270313047,0.1009096256965845,2.9021759472254867,4.912588871726036,1.9500237735457548,0.06765761808629028,3.0161179221901238,0.3695741974383832
2.748459970699207,4.778194183694993,5.4805576516870484,2.9987121357925033,5.6774864797069515,0.6752172286250135,0.452702271837137,6.902313970787,5.4433994904366765,1.1466898101212175,3.8950873796843815,2.331052720600839,2.4711379739607287
6.51246332063908,,1.039047513171863,,2.3854044111015034,,2.6288443734589486,,4.216423269136475,,3.1842261436373143,,4.163510354796221
