0,1,2,3,4,5,6,7,8,9,10,11,12
5.026298346301851,4.039656654219503,,3.288860900207339,,1.601134904711614,,4.576204385975781,,5.056115293539451,,3.3608436413614777,
-0.9476595713873595,2.6797283773149694,5.295816620524093,4.45674011937662,4.202799105924088,5.043753152892158,4.020206943924993,1.7557810696607603,2.196666903016636,4.745471962159414,5.484295431604244,5.0771895901780715,0.6179209236678656
6.239269159650931,0.6732698958292149,1.500729794603836,2.937483527214647,3.2399835285379623,1.9327206489086433,4.633744790587002,2.5444078799832957,0.3033242498480533,0.4643303625436675,1.6261342994077739,-1.3129288033932989,-0.8523316536001164
4.765367621564614,4.659816017600593,2.8313174335037026,3.0872023848827688,4.838515942290596,-0.4595429112411475,2.0048952966549582,1.1046271416818914,4.897831383800586,3.8355380803591848,3.399849507913301,1.3503176892687998,6.309482495712501
6.562455530329503,7.389041329848203,6.974859540960035,3.8869892967022706,5.49262989689065,1.5275210761286717,2.249189945653669,2.1243709377607023,6.065827047044403,5.645325903694638,0.7215054938271566,3.8240161552964484,0.8778592535368502
0.2299384999283243,3.3846193630581576,3.5976297570723674,3.2988936925536323,1.1376813710850984,1.5465054904693634,5.219246624280823,2.6915482366499464,3.176710365957805,4.624396953969089,6.347131268953145,3.2024277635698404,3.0913613926365753
3.7213412256048546,3.139197997634476,5.600302109092693,3.445037360247931,2.77985731959001,4.526504141111434,0.02233834187256649,0.10639301044095346,3.304159859135275,4.6255955374764035,0.5905283587892568,4.266157249808805,4.613411249512178
5.354619117286341,1.8672977316861448,3.9652120173364915,3.3353462693135567,1.6942836414973108,1.5602468114371812,6.309502942171928,3.723712429555006,0.7467189378882341,-0.028429677124571073,2.157051631252527,3.047819211736422,5.122310078467884
4.045533131568281,1.5062139050216439,3.1123152165853343,1.7069202423716192,1.2806081031616572,4.29208218390825,4.413518114299812,5.939194892772873,5.794455674421498,2.2025472969809594,1.6031342281147487,1.209147335634581,0.174685956673577
-0.8055752918972657,,5.03252440503851,,1.907220103202032,,-0.6555333074066397,,1.9134890238548168,,0.4680006075756603,,4.155112325676901
