0,1
0 0 0 0 0 0 0 0 0 0 , 0.3049339225225648
0 0 0 0 0 0 0 1 1 1 , -0.17605367994544388
0 0 0 0 0 0 1 0 1 1 , -0.17605367994544385
0 0 0 0 0 0 1 1 0 0 , 0.30493391985750734
0 0 0 0 0 0 1 1 1 1 , 0.20328927812829994
0 0 0 1 1 1 0 0 0 1 , 0.10164463906415004
0 0 0 1 1 1 0 1 1 0 , -0.05868455946892411
0 0 0 1 1 1 0 1 1 1 , 0.06776309211719835
0 0 0 1 1 1 1 0 1 0 , -0.05868455946892411
0 0 0 1 1 1 1 0 1 1 , -0.06776309211719833
0 0 0 1 1 1 1 1 0 1 , -0.033881546058599166
0 0 0 1 1 1 1 1 1 0 , -0.06776309211719835
0 1 1 0 1 1 0 0 0 1 , -0.05868455946892411
0 1 1 0 1 1 0 1 1 0 , 0.0338815460585992
0 1 1 0 1 1 0 1 1 1 , -0.03912303930402236
0 1 1 0 1 1 1 0 1 0 , 0.0338815460585992
0 1 1 0 1 1 1 0 1 1 , 0.03912303930402236
0 1 1 0 1 1 1 1 0 1 , 0.019561519652011174
0 1 1 0 1 1 1 1 1 0 , 0.039123039304022375
0 1 1 1 0 0 0 0 0 0 , -0.1760536799454439
0 1 1 1 0 0 0 1 1 1 , 0.10164463817579757
0 1 1 1 0 0 1 0 1 1 , 0.10164463817579757
0 1 1 1 0 0 1 1 0 0 , -0.1760536784067723
0 1 1 1 0 0 1 1 1 1 , -0.11736911791206713
0 1 1 1 1 1 0 0 0 1 , 0.06776309211719835
0 1 1 1 1 1 0 1 1 0 , -0.03912303930402236
0 1 1 1 1 1 0 1 1 1 , 0.04517539434997558
0 1 1 1 1 1 1 0 1 0 , -0.03912303930402236
0 1 1 1 1 1 1 0 1 1 , -0.04517539434997558
0 1 1 1 1 1 1 1 0 1 , -0.022587697174987785
0 1 1 1 1 1 1 1 1 0 , -0.04517539434997557
1 0 1 0 1 1 0 0 0 1 , -0.05868455946892411
1 0 1 0 1 1 0 1 1 0 , 0.0338815460585992
1 0 1 0 1 1 0 1 1 1 , -0.03912303930402236
1 0 1 0 1 1 1 0 1 0 , 0.0338815460585992
1 0 1 0 1 1 1 0 1 1 , 0.03912303930402236
1 0 1 0 1 1 1 1 0 1 , 0.019561519652011174
1 0 1 0 1 1 1 1 1 0 , 0.039123039304022375
1 0 1 1 0 0 0 0 0 0 , -0.17605367994544385
1 0 1 1 0 0 0 1 1 1 , 0.10164463817579757
1 0 1 1 0 0 1 0 1 1 , 0.10164463817579755
1 0 1 1 0 0 1 1 0 0 , -0.17605367840677225
1 0 1 1 0 0 1 1 1 1 , -0.11736911791206711
1 0 1 1 1 1 0 0 0 1 , -0.06776309211719833
1 0 1 1 1 1 0 1 1 0 , 0.039123039304022354
1 0 1 1 1 1 0 1 1 1 , -0.04517539434997557
1 0 1 1 1 1 1 0 1 0 , 0.039123039304022354
1 0 1 1 1 1 1 0 1 1 , 0.04517539434997557
1 0 1 1 1 1 1 1 0 1 , 0.022587697174987785
1 0 1 1 1 1 1 1 1 0 , 0.04517539434997556
1 1 0 0 0 0 0 0 0 0 , 0.30493391985750734
1 1 0 0 0 0 0 1 1 1 , -0.1760536784067723
1 1 0 0 0 0 1 0 1 1 , -0.17605367840677225
1 1 0 0 0 0 1 1 0 0 , 0.30493391719245
1 1 0 0 0 0 1 1 1 1 , 0.20328927635159508
1 1 0 1 1 1 0 0 0 1 , -0.033881546058599166
1 1 0 1 1 1 0 1 1 0 , 0.019561519652011174
1 1 0 1 1 1 0 1 1 1 , -0.022587697174987785
1 1 0 1 1 1 1 0 1 0 , 0.019561519652011174
1 1 0 1 1 1 1 0 1 1 , 0.02258769717498778
1 1 0 1 1 1 1 1 0 1 , 0.011293848587493893
1 1 0 1 1 1 1 1 1 0 , 0.022587697174987778
1 1 1 0 1 1 0 0 0 1 , -0.06776309211719835
1 1 1 0 1 1 0 1 1 0 , 0.039123039304022375
1 1 1 0 1 1 0 1 1 1 , -0.04517539434997557
1 1 1 0 1 1 1 0 1 0 , 0.039123039304022375
1 1 1 0 1 1 1 0 1 1 , 0.04517539434997556
1 1 1 0 1 1 1 1 0 1 , 0.022587697174987778
1 1 1 0 1 1 1 1 1 0 , 0.04517539434997557
1 1 1 1 0 0 0 0 0 0 , 0.20328927812829994
1 1 1 1 0 0 0 1 1 1 , -0.11736911791206711
1 1 1 1 0 0 1 0 1 1 , -0.11736911791206711
1 1 1 1 0 0 1 1 0 0 , 0.20328927635159505
1 1 1 1 0 0 1 1 1 1 , 0.13552618304992678
