0,1,2,3,4,5,6,7,8,9,10,11,12
6.190725349164319,3.8568392918699126,,2.6297754912007125,,1.1437747944208794,,1.1552040662996634,,3.6489954875803092,,3.9072215437778666,
1.6924160788905391,1.1175732679041253,0.8610788825790664,2.786185511994043,4.330154657695757,4.417800280154274,1.1263751535595048,2.70551813573413,4.244172323192621,7.484334729536398,2.2737815106304686,1.4736941252624338,1.2616050454241823
2.983292628968253,6.3516403205576815,1.1407519578614311,-0.6993808020873936,-0.1814289187679811,2.3664289108792307,3.274644168645563,4.235419958929766,0.7678789744069004,6.3043880214738355,6.345841844067694,4.939490239178089,2.0890759843654623
4.5595117181509766,1.521224434295544,-0.001971844696847867,3.2671458587668227,0.03474180475393234,4.495930606006393,3.138392562649464,-0.44490538095219023,7.822574365576249,6.69321399445699,3.682024147145373,1.722838746154792,1.6496230037393729
6.407680489437063,0.19084076958340823,7.908388891928276,1.1348617675379575,4.552783408617749,0.4724863897012074,3.1921490818950593,5.002185899324802,4.657377081058574,1.4555965861713431,3.3626307029206615,3.352123213281199,3.8262108151235408
3.152680713211598,0.5073122931237889,3.6173620130024764,5.523311224897,5.427031966607088,2.85616339907351,4.537788078811648,0.364014403255818,3.511487135025018,3.727992717333005,3.2499789935729244,5.283664522565599,4.379015847874113
2.025813095075509,3.7128168084657998,4.4000362877580494,3.1332434261495004,2.859641993872946,3.1971903706919926,5.062742887218344,2.1585428657972945,2.9688875474783547,0.6362257567684538,2.3329150300395405,3.132814813199427,0.03281376949913582
0.7623061347764597,3.1327036989486086,4.33213418003747,3.181499027694961,0.5670616662386927,4.713671615616347,5.019109006410294,4.9692266557456675,4.614318047238948,0.016069923429745756,3.5816115772754684,5.1328980153425485,3.9910270208066083
3.5431401937408205,4.294769996833291,2.536280378391415,1.6445817464048331,4.549459720012147,2.31142630311236,1.3544897059881476,3.673510194509556,2.7138658781819887,0.5691509782194023,6.361585016097132,1.0355691015929278,1.560966655789569
-0.7361088968603252,,1.8077817552524713,,1.8658119042659356,,4.5129638702441595,,4.276248397313656,,5.1938811766372135,,3.141225225978142
